id,organization_name,organization_description,organization_type,collectivity_type,staff,population,consolidation_method,reporting_year,total_scope_1,total_scope_2,total_scope_3,reference_year,action_plan,reductions_scope_1_2,reductions_scope_1,reductions_scope_2,reductions_scope_3,is_draft,source_url
3083,CARSAT Bourgogne Franche Comté,Organisme de Sécurité Sociale,Entreprise,,834,,Opérationnel,2015,726.0,106.0,4116.0,,Oui,40.0,,,100.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3083/back/bilans
3084,Centre Hospitalier Universitaire de Nice,"Le CHU de Nice est un établissement public de santé qui garantit l’accès aux soins pour tous, sans distinction d’origine ou de classe sociale. Sa capacité d’accueil de 1900 lits et places mobilise plus de 8000 personnes aux compétences professionnelles multiples.",Etablissement public,,8000,,Opérationnel,2017,4206.93,3001.78,1914.4,2011.0,Oui,216.0,,,57.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3084/back/bilans
3085,SAS MAZAGRAN SERVICE,Supermarché,Entreprise,,2112,,Opérationnel,2017,22918.376,2462.454,0.0,,Oui,,48.0,120.0,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3085/back/bilans
3086,CENTRE HOSPITALIER FERNAND LEGER,"Etablissement Public de Santé
Quatre sites  :
- Centre Hospitalier d'ARGENTAN
- EHPAD ""Aliénor d'Aquitaine""
- EHPAD ""Thomas Becket""
- Ecole AS-AMP",Etablissement public,,890,,Opérationnel,2016,451.7,331.0,0.0,2011.0,Oui,13.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3086/back/bilans
3087,Communauté d'agglomération du Grand Dole,,Collectivité territoriale (dont EPCI),Communauté d'agglomération,300,53800.0,,2018,941.0,235.0,9589.0,,Oui,0.0,,,615.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3087/back/bilans
3089,HARMONIE MUTUELLE,"Harmonie Mutuelle est une mutuelle régie par le code de la mutualité. Elle propose des contrats d'assurance frais de santé, prévoyance, épargne et retraite. 
Sa raison d'être est d'accompagner les adhérents tout au long de leur vie et les aider à faire face aux aléas de l'existence ;
• être un acteur majeur de la santé et de la structuration de la protection sociale.
• être un acteur majeur de la santé et de la structuration de la protection sociale.",Entreprise,,4547,,Opérationnel,2017,3766.5699999999997,592.87,0.0,2013.0,Oui,100.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3089/back/bilans
3091,Département du Bas-Rhin,,Collectivité territoriale (dont EPCI),Départements,3700,1117000.0,,2016,26482.0,2343.0,0.0,,Oui,,1500.0,200.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3091/back/bilans
3092,Centre Hospitalier du Val de Saône Pierre Vitter,"Le CHVS a une double vocation: - une activité d'hospitalisation et de consultations externes avec un service d'urgences-SMUR, à l'hôpital - une activité d'hébergement pour personnes âgées dépendantes (EHPAD) répartie en 5 sites : l'Hôtel-Dieu à GRAY (166 lits); L'EHPAD des Capucins à GRAY (85 lits); l'EHPAD St Hilaire à PESMES (40 lits); l'EHPAD de Oyrières à OYRIERES (19 lits) et l'EHPAD Les Lavières de Champlitte.",Etablissement public,,500,,Financier,2017,1016.0,48.0,204.0,,Oui,100.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3092/back/bilans
3095,Centre hospitalier du Gers,,Etablissement public,,629,,Opérationnel,2017,1111.0,134.0,232.0,2014.0,Oui,74.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3095/back/bilans
3096,AGROCAMPUS OUEST,"Grande école d'ingénieurs publique sous tutelle du Ministère en charge de l'Agriculture, AGROCAMPUS OUEST (Institut national supérieur des sciences agronomiques, agroalimentaires, horticoles et du paysage) forme chaque année près de 2000 étudiants en sciences et technologies du vivant et de l'environnement, inscrits dans 4 cursus d’ingénieurs (agronomie, agroalimentaire, horticulture et paysage) et autres formations spécialisées (licences professionnelles, masters, doctorat). 
AGROCAMPS OUEST m",Etablissement public,,480,,Opérationnel,2018,1030.0,101.0,50.0,2017.0,Oui,5.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3096/back/bilans
3097,ADEI de Charente-Maritime,"L'ADEI est une association de loi 1901 créée en 1964, à vocation d'accueil, de développer, d'éduquer et d'insérer les personnes vulnérables et/ou en situation de handicap.",Association,,950,,Opérationnel,2016,1298.84,114.8,403.79,,Oui,38.0,,,12.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3097/back/bilans
3098,Grand Poitiers Communauté urbaine,,Collectivité territoriale (dont EPCI),Communauté Urbaine,3000,194500.0,,2017,993.0,0.0,33645.0,,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3098/back/bilans
3100,GIMA,"Conception, fabrication et assemblage de transmissions pour tracteurs agricoles",Entreprise,,875,,Opérationnel,2011,3729.9,0.0,0.0,,Oui,,15.0,20.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3100/back/bilans
3101,MERCK (MILLIPORE SAS),Production de systèmes de filtration et de contrôle de la stérilité des process de fabrication.,Entreprise,,1400,,Opérationnel,2017,14873.0,841.0,68298.0,,Oui,,13365.0,0.0,5000.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3101/back/bilans
3102,GAPAS,groupement d'établissements du secteur médico-social accueillant des personnes en situation de handicap,Entreprise,,768,,Opérationnel,2016,1570.0,122.0,0.0,,Oui,,43.0,12.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3102/back/bilans
3110,BDMS DISTRIBUTION,,Entreprise,,1001,,Opérationnel,2017,5598.387000000001,1342.763,0.0,,Oui,,19.0,5.0,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3110/back/bilans
3111,SCHIEVER DISTRIBUTION,,Entreprise,,264,,Opérationnel,2017,6807.112999999999,415.863,0.0,,Oui,,229.0,62.0,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3111/back/bilans
3112,Centre Hospitalier Asselin-Hedelin,"L'Hôpital Local de Yvetot est à la fois un centre hospitalier et un EHPAD (Etablissement d'hébergement pour personnes âgées) avec des services de soins médicaux, soins de suite et de réadaptation (SSR), hébergement médicalisé des personnes âgées,…avec 15 lits de médecine, 25 lits de SSR et 202 lits EHPAD.",Etablissement public,,307,,Financier,2017,472.0,29.0,94.0,,Oui,50.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3112/back/bilans
3114,Centre Hospitalier du Rouvray,Le Centre Hospitalier du Rouvray est un établissement public de santé spécialisé dans la lutte contre les maladies mentales.,Etablissement public,,2214,,Financier,2017,3416.0,116.0,728.0,,Oui,180.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3114/back/bilans
3115,Département du Tarn,,Collectivité territoriale (dont EPCI),Communes,2212,384474.0,,2017,5012.0,580.0,16454.0,,Oui,,210.0,20.0,340.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3115/back/bilans
3117,Caisse Régionale de Crédit Agricole Mutuel du Languedoc,,Entreprise,,2719,,Opérationnel,2018,529.0,490.0,10765.0,,Oui,989.0,,,9562.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3117/back/bilans
3118,CENTRE HOSPITALIER DU BOIS PETIT,Le CHBP est un Centre Hospitalier Public et autonome spécialisé dans la prise en charge des personnes âgées parmi les plus importants de l’agglomération rouennaise.,Etablissement public,,258,,Financier,2017,458.0,24.0,103.0,,Oui,5.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3118/back/bilans
3120,Centre Hospitalier  Fernand Langlois,"Le CH de Neufchâtel est organisé en 2 pôles : les activités médico-sociales et les activités sanitaires. Il dispose de 234 lits et57 places. Il dispense avec hébergement des soins de courte durée en médecine, des soins de suite ou de réadaptation (SSR) et dispose d'un EHPAD intégrant un PASA. Sans hébergement, il permet un accompagnement en accueil de jour 12 places, des soins infirmiers à domicile (SSIAD) 35 places, une prise en charge par une équipe spécialisée Alzheimer (ESA) 10 places.",Etablissement public,,301,,Financier,2017,64.0,20.0,386.0,,Oui,8.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3120/back/bilans
3123,Cermex SAS,"Répartie sur deux sites Dijon (21) et Lisieux (14) l'entreprise conçoit, installe, et maintient des machines d'emballage fin de ligne de conditionnement.",Entreprise,,520,,Financier,2018,960.124,152.0,0.0,,Oui,,5.0,1.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3123/back/bilans
3125,Lille-Lomme-Hellemmes,,Collectivité territoriale (dont EPCI),Communes,4000,232741.0,,2016,8360.0,9252.0,3227.0,,Oui,810.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3125/back/bilans
3127,SAS TAPE A L'OEIL,Diffusion et confection de vêtements enfant,Entreprise,,798,,Opérationnel,2017,0.0,286.53,0.0,,Oui,,265.0,286.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3127/back/bilans
3129,Service départemental d’incendie et de secours du Doubs,"Le Service départemental d’incendie et de secours du Doubs est un SDIS de 2ème catégorie couvrant 576 communes et environ 541 000 habitants avec un budget annuel de 63,4 millions d’euros. Il assure des missions anti-incendie (prévention, protection et action contre les incendies), des missions de secours à la personne (urgence à la personne, protection en cas de sinistres), de protection des biens et de lutte contre les risques technologiques.",Etablissement public,,742,,Opérationnel,2017,2285.89,173.59,564.42,2013.0,Oui,74.0,,,17.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3129/back/bilans
3130,SAS,Sitel est un groupe de services intégrés couvrant tous les périmètres de l’expérience client.,Entreprise,,5719,,Opérationnel,2018,154.0,477.0,0.0,,Oui,,58.0,25.0,71.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3130/back/bilans
3131,SAS,Sitel Group est un groupe mondial de services intégrés couvrant tous les périmètres de l’expérience client.,Entreprise,,882,,Opérationnel,2018,4.0,82.0,0.0,,Oui,,1.0,0.0,16.4,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3131/back/bilans
3132,Menway,Prestataire de ressources humaines,Entreprise,,330,,Opérationnel,2017,387.0,25.0,241.0,,Oui,20.0,,,12.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3132/back/bilans
3134,centre hospitalier de PAU,établissement public de santé,Etablissement public,,2541,,Opérationnel,2017,3001.0,545.0,43764.0,,Oui,600.0,,,1500.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3134/back/bilans
3135,Conseil départemental du Val-de-Marne,,Collectivité territoriale (dont EPCI),Départements,8000,1365039.0,,2016,13668.0,6409.0,84672.0,2010.0,Oui,1500.0,,,2500.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3135/back/bilans
3136,Keolis SA,"Opérateur de transport public de voyageurs. Avec plus de 150 filiales en 2014 en France, Keolis SA exploite 90 réseaux de transport urbains en France et opère des transports interurbains dans 75 départements. A l’international, Keolis est présent dans 14 pays.",Entreprise,,61012,,Opérationnel,2017,768979.0,217727.0,227455.0,,Oui,99999.9,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3136/back/bilans
3139,Centre Hospitalier Durécu Lavoisier DARNETAL,Etablissement ayant une activité répartie sur Darnétal (60 lits de SSR et 240 d'EHPAD) et Saint-Léger-du-Bourg-Denis (80 places d'EHPAD et 10 places d'accueil de jour) L'établissement dispose de 2 PASA et d'une UHR labellisée.,Etablissement public,,406,,Financier,2017,543.0,76.0,113.0,,Oui,30.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3139/back/bilans
3141,Université d'Angers,Etablissement d'enseignement supérieur,Etablissement public,,1800,,Opérationnel,2017,2279.14,904.98,749.25,,Oui,1102.0,,,168.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3141/back/bilans
3143,Mairie d'Albi,,Collectivité territoriale (dont EPCI),Communes,800,49500.0,,2017,2436.06,514.8,461.95,2011.0,Oui,150.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3143/back/bilans
3145,CH Genviève de Gaulle Anthonioz,,Etablissement public,,767,,Opérationnel,2017,1550.0,524.0,298.0,,Oui,,597.0,81.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3145/back/bilans
3147,Syndicat des Transports d'Île-de-France,"Île-de-France Mobilités (anciennement STIF) est l'autorité organisatrice de la mobilité en Ile-de-France.  Elle imagine, organise et finance les transports publics pour tous les Franciliens.",Etablissement public,,371,,Opérationnel,2016,51.0,132.0,6526.0,,Oui,24.0,,,29.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3147/back/bilans
3149,Centre Hospitalier de Saumur,"Le Centre Hospitalier de Saumur est un établissement public de santé qui a ouvert ses portes en 1996. Les activités principales du Centre Hospitalier concernent la chirurgie obstétrique, la psychiatrie et les soins de suite et de réadaptation. Il possède une capacité d’accueil de 450 lits et réalise plus de 60 000 hospitalisations par an.",Etablissement public,,860,,Opérationnel,2017,1507.94,344.89,357.06,2011.0,Oui,56.0,,,11.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3149/back/bilans
3150,Centre Hospitalier Eure-Seine,Soins,Etablissement public,,2200,,Opérationnel,2016,2821.0,1000.0,25996.0,,Oui,150.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3150/back/bilans
3151,Université Claude Bernard LYON 1,"L’Université Claude Bernard Lyon 1 est une université qui forme environ chaque année 45.000 étudiants dans les sciences et technologies, la santé et le sport. 
L'Université dispose de locaux : 465 000 m² environ dédiés à l'enseignement, à la recherche, et aux activités de support administratif et technique. Ces locaux sont répartis sur 3 campus, 11 sites géographiques et proposent 9 BU et de nombreux équipements sportifs et culturels...",Etablissement public,,49700,,Opérationnel,2016,7302.0,3714.0,7111.0,,Oui,500.0,,,50.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3151/back/bilans
3154,École des hautes études en santé publique,L’Ecole des hautes études en santé publique est un établissement public qui exerce une double mission de formation et de recherche en santé publique et action sociale. L’EHESP est l’école de référence pour les cadres du système de santé publique.,Etablissement public,,360,,Financier,2017,314.44,227.09000000000003,0.0,,Oui,16.0,,,4.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3154/back/bilans
3155,ADAPEI-ARIA DE VENDEE,ASSOCIATION ACCOMPAGNANT DES PERSONNES HANDICAPES,Association,,2700,,Opérationnel,2015,2871.12,331.0,0.0,,Oui,,51.0,6.5,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3155/back/bilans
3156,PARTENORD HABITAT,"Les métiers de Partenord Habitat sont : bailleur social, constructeur, aménageur, promoteur et acteur politique de la ville.",Etablissement public,,787,,Opérationnel,2017,80225.0,2489.0,31416.0,,Oui,3400.0,,,100.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3156/back/bilans
3157,Clauger,Leader en froid industriel et traitement d'air pour des industriels spécialisés dans le milieu de l'agroalimentaire,Entreprise,,1200,,Opérationnel,2017,3945.6000000000004,59.5,2224.0,,Oui,,350.0,2.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3157/back/bilans
3163,Centre Hospitalier de Rouffach,"Le Centre Hospitalier de Rouffach est un établissement public départemental de santé qui œuvre dans trois domaines : la psychiatrie, le médico-social et la prise en charge des personnes âgées.",Etablissement public,,1300,,Opérationnel,2017,2305.9799999999996,233.37,534.59,2011.0,Oui,56.0,,,11.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3163/back/bilans
3164,Centre Hospitalier de la Région de Saint-Omer,"Le Centre Hospitalier de la Région de Saint-Omer est doté de 537 lits dont 303 lits et places de Médecine Chirurgie Obstétrique, 114 lits et places de SSR et 120 lits d’EHPAD/USLD.",Etablissement public,,1369,,Financier,2017,2342.0,148.0,534.0,,Oui,249.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3164/back/bilans
3165,CRÉDIT AGRICOLE CONSUMER FINANCE,"CRÉDIT AGRICOLE CONSUMER FINANCE est un établissement spécialiste du crédit à
la consommation distribuant une gamme complète de produits et services associés en
France et à l’international.",Entreprise,,2950,,Opérationnel,2017,2035.0,1392.0,0.0,,Oui,,100.0,75.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3165/back/bilans
3166,BPI.SA,"Shiseido EMEA is Shiseido's Regional Headquarter for the Europe, Middle East and Africa (EMEA) regions. Representing a workforce of 4,000 employees the RHQ holds a large portfolio covering all 3 prestige categories: fragrance, makeup and skincare.

Shiseido EMEA is home to the Center of Excellence (CoE) for Fragrance. The Center uses Shiseido’s acclaimed scientific methods and innovative technologies in creating new and unique fragrances for the global market.",Entreprise,,667,,Opérationnel,2017,300.0,42.0,2417.0,,Oui,,300.0,42.0,2417.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/3166/back/bilans
